Gene ID	source_id	Gene Name or Symbol	sense - male gametocyte - unique only	sense - female gametocyte - unique only	sense - male gametocyte	sense - female gametocyte
PF3D7_1413000	PF3D7_1413000.1	N/A	2021.75	13	2021.82	13
PF3D7_1413100	PF3D7_1413100.1	N/A	196.26	2.97	196.26	2.97
PF3D7_1413200	PF3D7_1413200.1	N/A	12432.18	1029.39	12528.61	1032.44
PF3D7_1413300	PF3D7_1413300.1	N/A	29.01	79.33	29.2	79.33
PF3D7_1413400	PF3D7_1413400.1	N/A	47.9	152.92	48	152.92
PF3D7_1413500	PF3D7_1413500.1	SufC	3.45	7.2	3.45	7.2
PF3D7_1413600	PF3D7_1413600.1	N/A	14.65	0.71	14.65	0.71
PF3D7_1413700	PF3D7_1413700.1	N/A	4.23	3.14	4.23	3.14
PF3D7_1413800	PF3D7_1413800.1	DPH1	6.31	4.62	6.31	4.62
PF3D7_1413900	PF3D7_1413900.1	N/A	19.75	71.27	19.75	71.27
PF3D7_1414000	PF3D7_1414000.1	RPN13	133.3	141.3	137.09	144.87
PF3D7_1414100	PF3D7_1414100.1	N/A	24.95	6.37	24.95	6.37
PF3D7_1414200	PF3D7_1414200.1	N/A	24.93	19.82	24.93	19.82
PF3D7_1414300	PF3D7_1414300.1	N/A	177	280.92	177	280.92
PF3D7_1414400	PF3D7_1414400.1	PP1	155.58	92.23	155.58	92.23
PF3D7_1414500	PF3D7_1414500.1	ABCk2	75.31	193.62	75.31	193.62
PF3D7_1414600	PF3D7_1414600.1	Pgt1	55.19	37.59	55.19	37.59
PF3D7_1414700	PF3D7_1414700.1	N/A	19.87	54.68	19.87	54.68
PF3D7_1414800	PF3D7_1414800.1	SMB1	12.73	20.39	12.73	20.39
PF3D7_1414900	PF3D7_1414900.1	N/A	36.17	7.74	36.17	7.74
PF3D7_1415000	PF3D7_1415000.1	UDG	319.67	65.69	319.67	65.69
PF3D7_1415100	PF3D7_1415100.1	N/A	15.55	25.79	15.55	25.79
PF3D7_1415200	PF3D7_1415200.1	N/A	23.61	21	23.61	21
PF3D7_1415300	PF3D7_1415300.1	N/A	30.05	86.88	30.05	86.88
PF3D7_1415400	PF3D7_1415400.1	N/A	159.31	48.38	160.83	48.52
PF3D7_1415500	PF3D7_1415500.1	N/A	6.87	3.13	6.87	3.13
PF3D7_1415600	PF3D7_1415600.1	N/A	47.49	10.25	47.49	10.25
PF3D7_1415700	PF3D7_1415700.1	SPT	196.55	56.15	196.55	56.15
PF3D7_1415800	PF3D7_1415800.1	KsgA1	12.38	9.64	12.38	9.64
PF3D7_1415900	PF3D7_1415900.1	N/A	633.57	144.29	633.57	144.29
PF3D7_1416000	PF3D7_1416000.1	N/A	268.19	0.72	268.19	0.72
PF3D7_1416100	PF3D7_1416100.1	SEY1	25.87	24.32	25.87	24.32
PF3D7_1416200	PF3D7_1416200.1	MCA3	19.49	15.35	19.49	15.35
PF3D7_1416300	PF3D7_1416300.1	N/A	5.54	5.93	5.54	5.93
PF3D7_1416400	PF3D7_1416400.1	N/A	58.55	228.82	58.55	229.2
PF3D7_1416500	PF3D7_1416500.1	GDH1	2.46	12.98	2.46	12.98
PF3D7_1416600	PF3D7_1416600.1	N/A	7.46	15.95	7.46	15.97
PF3D7_1416700	PF3D7_1416700.1	N/A	41.05	1479.8	41.25	1497.24
PF3D7_1416800	PF3D7_1416800.1	KRS2	10.09	64.19	10.09	64.19
PF3D7_1416900	PF3D7_1416900.1	N/A	123.21	42.28	124.44	42.28
PF3D7_1417000	PF3D7_1417000.1	IMC1l	10.03	22.85	10.03	22.85
PF3D7_1417100	PF3D7_1417100.1	N/A	3.65	10.64	3.65	10.64
PF3D7_1417200	PF3D7_1417200.1	NOT1	53.47	50.8	53.47	50.8
PF3D7_1417300	PF3D7_1417300.1	ATG4	34.33	23.48	34.35	23.48
PF3D7_1417400	PF3D7_1417400.1	EPAC	128.15	30.97	128.15	30.97
PF3D7_1417500	PF3D7_1417500.1	CBF5	182.67	23.21	182.67	23.21
PF3D7_1417600	PF3D7_1417600.1	N/A	67.25	28.11	67.4	28.12
PF3D7_1417700	PF3D7_1417700.1	N/A	54.4	11.24	54.4	11.24
PF3D7_1417800	PF3D7_1417800.1	MCM2	1583.65	87.28	1583.73	87.28
PF3D7_1417900	PF3D7_1417900.1	ATPTG9	25.11	61.95	25.11	65.95
PF3D7_1418000	PF3D7_1418000.1	UFD1	329.58	134.98	330.12	134.98
PF3D7_1418100	PF3D7_1418100.1	LISP1	1	0.09	1	0.09
PF3D7_1418200	PF3D7_1418200.1	N/A	2.36	3.34	2.36	3.34
PF3D7_1418300	PF3D7_1418300.1	N/A	7.94	18.51	7.94	18.51
PF3D7_1418400	PF3D7_1418400.1	N/A	36.61	0	36.61	0
PF3D7_1418500	PF3D7_1418500.1	N/A	5.39	0	9.9	0
PF3D7_1418600	PF3D7_1418600.1	N/A	14.7	0	19.2	1.35
PF3D7_1418700	PF3D7_1418700.1	N/A	0	0	1.77	0
PF3D7_1418800	PF3D7_1418800.1	N/A	6390.83	8662.59	6390.83	8662.59
PF3D7_1418900	PF3D7_1418900.1	DBP4	69.83	22.35	69.83	22.35
PF3D7_1419000	PF3D7_1419000.1	N/A	362.77	113.47	362.77	113.47
PF3D7_1419100	PF3D7_1419100.1	DDX55	53.6	19.3	53.6	19.3
PF3D7_1419200	PF3D7_1419200.1	ATrx1	13.61	6.85	13.61	6.85
PF3D7_1419300	PF3D7_1419300.1	GST	7.14	5.19	7.14	5.19
PF3D7_1419400	PF3D7_1419400.1	N/A	38.41	12.24	38.41	12.24
PF3D7_1419500	PF3D7_1419500.1	N/A	65.22	41.89	65.22	41.89
PF3D7_1419600	PF3D7_1419600.1	N/A	90.94	242.36	91.15	242.36
PF3D7_1419700	PF3D7_1419700.1	EIF3H	180.46	98.93	180.46	98.93
PF3D7_1419800	PF3D7_1419800.1	GR	2.44	72.34	2.44	72.34
PF3D7_1419800	PF3D7_1419800.2	GR	2.44	72.34	2.44	72.34
PF3D7_1419900	PF3D7_1419900.1	YTH1	42.05	16.95	42.05	16.95
PF3D7_1420000	PF3D7_1420000.1	SF3B4	129.99	133.99	130.25	134.54
PF3D7_1420100	PF3D7_1420100.1	N/A	13.24	24.24	13.24	24.24
PF3D7_1420200	PF3D7_1420200.1	UNC	15.46	15.52	15.46	15.52
PF3D7_1420300	PF3D7_1420300.1	HEP1	9.49	11.05	9.49	11.15
PF3D7_1420400	PF3D7_1420400.1	GlyRS	13.86	64.12	13.86	64.12
PF3D7_1420500	PF3D7_1420500.1	N/A	38.76	8.07	38.85	8.07
PF3D7_1420600	PF3D7_1420600.1	PANK1	20.59	0.79	20.59	0.79
PF3D7_1420700	PF3D7_1420700.1	P113	77.5	8.23	77.5	8.23
PF3D7_1420800	PF3D7_1420800.1	N/A	270.7	0.41	270.7	0.41
PF3D7_1420900	PF3D7_1420900.1	N/A	9.98	101.09	9.98	101.09
PF3D7_1421000	PF3D7_1421000.1	DIX	14.08	206.81	14.08	206.81
PF3D7_1421100	PF3D7_1421100.1	N/A	6.39	6.66	6.43	6.7
PF3D7_1421150	PF3D7_1421150.1	N/A	147.24	63.39	147.24	63.39
PF3D7_1421200	PF3D7_1421200.1	RPS25	163.83	244.34	163.83	253.74
PF3D7_1421300	PF3D7_1421300.1	N/A	729.74	75.71	730.42	75.71
PF3D7_1421400	PF3D7_1421400.1	RPC34	57.22	21.89	59.22	21.89
PF3D7_1421500	PF3D7_1421500.1	TIM8	21.85	2.54	21.85	2.54
PF3D7_1421600	PF3D7_1421600.1	N/A	11.7	6.24	11.7	6.24
PF3D7_1421700	PF3D7_1421700.1	N/A	2.23	2.54	2.23	2.54
PF3D7_1421800	PF3D7_1421800.1	N/A	236.12	2123.42	236.12	2123.42
PF3D7_1421900	PF3D7_1421900.1	CTR2	15.43	30.03	15.43	30.03
PF3D7_1422000	PF3D7_1422000.1	COX14	39.26	163.76	39.26	163.76
PF3D7_1422100	PF3D7_1422100.1	N/A	87.33	41.38	87.33	41.85
PF3D7_1422200	PF3D7_1422200.1	N/A	54.61	500.2	54.61	500.2
PF3D7_1422300	PF3D7_1422300.1	N/A	21.33	67.39	21.33	67.39
PF3D7_1422400	PF3D7_1422400.1	N/A	36.45	18.82	36.45	18.84
PF3D7_1422500	PF3D7_1422500.1	HRD1	30.59	101.08	30.59	101.08
PF3D7_1422600	PF3D7_1422600.1	N/A	88.62	7.3	90.26	7.3
PF3D7_1422700	PF3D7_1422700.1	N/A	121.31	64.88	121.31	64.88
PF3D7_1422800	PF3D7_1422800.1	ARP4	38.95	9.25	38.95	9.25
PF3D7_1422900	PF3D7_1422900.1	N/A	6.01	63.96	6.01	63.96
PF3D7_1423000	PF3D7_1423000.1	NOG2	91.81	33.87	91.81	33.87
PF3D7_1423100	PF3D7_1423100.1	N/A	47.08	48.71	47.08	48.71
PF3D7_1423200	PF3D7_1423200.1	CYP52	109.11	34.9	109.2	34.9
PF3D7_1423300	PF3D7_1423300.1	PP7	97.32	65.18	97.32	65.18
PF3D7_1423400	PF3D7_1423400.1	N/A	8.88	93.64	8.88	94.02
PF3D7_1423500	PF3D7_1423500.1	N/A	12.45	15.05	12.54	15.07
PF3D7_1423600	PF3D7_1423600.1	N/A	30.61	506.39	30.61	513.3
PF3D7_1423700	PF3D7_1423700.1	N/A	222.66	67.41	223.74	67.63
PF3D7_1423800	PF3D7_1423800.1	VPS3	20.76	13.42	20.8	13.42
PF3D7_1423900	PF3D7_1423900.1	N/A	0	0	0	0
PF3D7_1424000	PF3D7_1424000.1	N/A	1.34	0	1.34	0
PF3D7_1424100	PF3D7_1424100.1	RPL5	146.76	106.81	149.31	106.81
PF3D7_1424200	PF3D7_1424200.1	N/A	10.71	6.96	10.71	6.96
PF3D7_1424300	PF3D7_1424300.1	N/A	53.02	8.34	133.62	8.34
PF3D7_1424400	PF3D7_1424400.1	N/A	118	94.06	119.51	94.16
PF3D7_1424500	PF3D7_1424500.1	N/A	20.13	9.02	53.93	9.02
PF3D7_1424600	PF3D7_1424600.1	N/A	9.05	6.86	9.05	11.43
PF3D7_1424700	PF3D7_1424700.1	N/A	13.93	26.68	13.93	26.68
PF3D7_1424800	PF3D7_1424800.1	N/A	0.89	8.14	0.89	8.14
PF3D7_1424900	PF3D7_1424900.1	N/A	1.41	0	1.41	0
PF3D7_1425000	PF3D7_1425000.1	N/A	0.61	7.45	0.61	7.45
PF3D7_1425100	PF3D7_1425100.1	N/A	0	0	0	0
PF3D7_1425200	PF3D7_1425200.1	N/A	0.72	5.05	0.72	5.05
PF3D7_1425300	PF3D7_1425300.1	N/A	137.92	284.24	138.14	286.53
PF3D7_1425400	PF3D7_1425400.1	N/A	54.99	134.32	55.02	134.32
PF3D7_1425500	PF3D7_1425500.1	N/A	259.95	42.14	260.07	42.14
PF3D7_1425600	PF3D7_1425600.1	N/A	224.32	8.52	224.5	8.52
PF3D7_1425700	PF3D7_1425700.1	N/A	23.79	44.27	24.39	44.34
PF3D7_1425800	PF3D7_1425800.1	N/A	162.66	46.03	164.98	46.15
PF3D7_1425900	PF3D7_1425900.1	N/A	10.29	22.48	10.29	22.48
PF3D7_1426000	PF3D7_1426000.1	RPL21	43.53	34.98	43.53	34.98
PF3D7_1426100	PF3D7_1426100.1	BTF3	45.91	56.56	45.91	56.56
PF3D7_1426200	PF3D7_1426200.1	PRMT1	14.9	20.57	14.9	20.57
PF3D7_1426300	PF3D7_1426300.1	N/A	536.61	47.39	537.94	47.39
PF3D7_1426400	PF3D7_1426400.1	N/A	196.32	28.74	202.9	28.74
PF3D7_1426500	PF3D7_1426500.1	ABCG2	8.14	317.1	8.14	317.1
PF3D7_1426600	PF3D7_1426600.1	N/A	6.78	12.62	6.78	12.62
PF3D7_1426700	PF3D7_1426700.1	PEPC	217.02	79.21	217.42	79.21
PF3D7_1426800	PF3D7_1426800.1	N/A	80.4	14.97	80.4	14.97
PF3D7_1426900	PF3D7_1426900.1	QCR6	89.68	157.82	89.68	157.82
PF3D7_1427000	PF3D7_1427000.1	N/A	35.54	44.46	35.54	44.46
PF3D7_1427100	PF3D7_1427100.1	N/A	31.65	249.28	32.97	263.96
PF3D7_1427200	PF3D7_1427200.1	SEL4	7.15	26.31	7.15	26.31
PF3D7_1427300	PF3D7_1427300.1	N/A	52.34	97.45	52.34	97.45
PF3D7_1427400	PF3D7_1427400.1	N/A	25.08	22.33	25.08	22.33
PF3D7_1427400	PF3D7_1427400.2	N/A	25.08	22.33	25.08	22.33
PF3D7_1427500	PF3D7_1427500.1	MSH2-1	3.36	2.14	3.36	2.14
PF3D7_1427600	PF3D7_1427600.1	MIT3	12.22	1.47	12.22	1.47
PF3D7_1427700	PF3D7_1427700.1	N/A	0.86	8.99	0.86	8.99
PF3D7_1427800	PF3D7_1427800.1	RRP41	68.49	15.89	68.49	15.89
PF3D7_1427900	PF3D7_1427900.1	N/A	304.46	19.09	304.9	19.09
PF3D7_1428000	PF3D7_1428000.1	N/A	142.59	28.7	143.16	28.7
PF3D7_1428100	PF3D7_1428100.1	WBP11	23.51	7.65	23.51	7.65
PF3D7_1428200	PF3D7_1428200.1	MFS5	9.26	72.83	9.26	72.83
PF3D7_1428300	PF3D7_1428300.1	N/A	32.01	19.73	32.01	19.73
PF3D7_1428400	PF3D7_1428400.1	WDTC1	120.27	29.56	121.18	29.82
PF3D7_1428500	PF3D7_1428500.1	N/A	50.2	14.97	50.22	14.97
PF3D7_1428600	PF3D7_1428600.1	RF1	39.55	303.4	39.55	303.51
PF3D7_1428700	PF3D7_1428700.1	N/A	13.74	42.73	13.96	43.52
PF3D7_1428800	PF3D7_1428800.1	N/A	24.15	67.6	24.15	67.6
PF3D7_1428800	PF3D7_1428800.2	N/A	24.15	67.6	24.15	67.6
PF3D7_1428900	PF3D7_1428900.1	N/A	11.28	47.39	11.28	47.39
PF3D7_1429000	PF3D7_1429000.1	N/A	16.87	82.96	16.87	82.96
PF3D7_1429100	PF3D7_1429100.1	N/A	99.64	82.67	99.64	82.67
PF3D7_1429200	PF3D7_1429200.1	ApiAP2	206.26	21.11	206.26	21.11
PF3D7_1429300	PF3D7_1429300.1	N/A	53.89	1896.45	53.89	1906.08
PF3D7_1429400	PF3D7_1429400.1	N/A	14.06	9.47	14.21	9.47
PF3D7_1429500	PF3D7_1429500.1	DPH2	6.24	3.83	6.24	3.83
PF3D7_1429600	PF3D7_1429600.1	GEXP03	160.04	629.51	160.04	629.51
PF3D7_1429700	PF3D7_1429700.1	N/A	47.07	639.63	47.07	639.63
PF3D7_1429800	PF3D7_1429800.1	N/A	64.54	38.52	64.54	38.52
PF3D7_1429900	PF3D7_1429900.1	WRN	165.82	101.35	165.82	101.35
PF3D7_1430000	PF3D7_1430000.1	N/A	26.86	210.83	26.86	210.83
PF3D7_1430100	PF3D7_1430100.1	PTPA	27.12	631.5	27.12	636.39
PF3D7_1430200	PF3D7_1430200.1	PMIX	10.58	283.59	10.58	285.83
PF3D7_1430300	PF3D7_1430300.1	N/A	106.23	59.94	113.59	63.56
PF3D7_1430400	PF3D7_1430400.1	ATG5	7.25	85.95	7.25	85.95
PF3D7_1430500	PF3D7_1430500.1	N/A	42.48	25.54	42.48	25.54
PF3D7_1430600	PF3D7_1430600.1	N/A	27.36	13.36	27.36	13.36
PF3D7_1430700	PF3D7_1430700.1	GDH2	2.23	62.48	2.28	62.48
PF3D7_1430800	PF3D7_1430800.1	PIP3	232.44	143.1	232.49	143.1
PF3D7_1430900	PF3D7_1430900.1	COX2B	118.19	317.88	118.19	317.88
PF3D7_1431000	PF3D7_1431000.1	N/A	47.01	32.28	47.01	32.28
PF3D7_1431100	PF3D7_1431100.1	PIP2	535.08	170.88	535.08	170.88
PF3D7_1431200	PF3D7_1431200.1	N/A	52.01	35.24	52.01	35.24
PF3D7_1431300	PF3D7_1431300.1	LSG1	8.05	52.99	8.05	52.99
PF3D7_1431400	PF3D7_1431400.1	SRA	7.12	1.54	7.12	1.54
PF3D7_1431500	PF3D7_1431500.1	MAPK1	72.19	561.45	72.19	572.33
PF3D7_1431600	PF3D7_1431600.1	SCS-beta	16.74	54.49	16.74	54.49
PF3D7_1431700	PF3D7_1431700.1	N/A	112.65	117.25	114.23	117.86
PF3D7_1431800	PF3D7_1431800.1	E-NTPDase	4.33	3.34	4.33	3.34
PF3D7_1431900	PF3D7_1431900.1	ISC3	8.75	31.83	8.75	31.83
PF3D7_1432000	PF3D7_1432000.1	SYN11	105.98	46.83	105.98	46.83
PF3D7_1432100	PF3D7_1432100.1	VAC	60.91	71.44	60.91	71.44
PF3D7_1432200	PF3D7_1432200.1	N/A	11.3	15.98	11.3	15.98
PF3D7_1432300	PF3D7_1432300.1	N/A	31.8	14.57	31.8	14.57
PF3D7_1432400	PF3D7_1432400.1	LRR5	176.14	24.29	176.14	24.29
PF3D7_1432500	PF3D7_1432500.1	N/A	278.65	96.07	278.65	96.07
PF3D7_1432600	PF3D7_1432600.1	N/A	72.2	9.91	72.2	9.91
PF3D7_1432700	PF3D7_1432700.1	N/A	377.93	58.96	377.93	58.96
PF3D7_1432800	PF3D7_1432800.1	N/A	10.2	31.79	10.2	31.79
PF3D7_1432900	PF3D7_1432900.1	N/A	17.59	19.44	17.99	19.53
PF3D7_1433000	PF3D7_1433000.1	NOP10	20.18	21.21	20.96	21.38
PF3D7_1433100	PF3D7_1433100.1	N/A	13.08	22.01	13.08	22.01
PF3D7_1433200	PF3D7_1433200.1	N/A	193.23	20.42	193.23	20.42
PF3D7_1433300	PF3D7_1433300.1	RBAP46	26.36	26.76	26.36	26.76
PF3D7_1433400	PF3D7_1433400.1	PHD2	157.85	59.14	157.86	59.14
PF3D7_1433500	PF3D7_1433500.1	TOP2	254.67	3.28	255.51	3.28
PF3D7_1433600	PF3D7_1433600.1	SPC1	62.38	6.33	62.38	6.33
PF3D7_1433700	PF3D7_1433700.1	N/A	30.48	8.81	30.49	8.81
PF3D7_1433800	PF3D7_1433800.1	N/A	105.11	12	105.51	12.02
PF3D7_1433900	PF3D7_1433900.1	N/A	79.61	7.42	79.61	7.42
PF3D7_1434000	PF3D7_1434000.1	CAF16	0.38	10.6	0.38	10.6
PF3D7_1434100	PF3D7_1434100.1	N/A	9.31	0.31	9.31	0.31
PF3D7_1434200	PF3D7_1434200.1	CAM	114.04	68.15	114.04	68.15
PF3D7_1434300	PF3D7_1434300.1	HOP	58.13	16.84	58.13	16.84
PF3D7_1434400	PF3D7_1434400.1	N/A	1.09	20.01	1.09	20.01
PF3D7_1434500	PF3D7_1434500.1	N/A	64.58	16.9	64.59	16.9
PF3D7_1434600	PF3D7_1434600.1	METAP2	112.77	56.09	112.77	56.09
PF3D7_1434700	PF3D7_1434700.1	TIM17	83.9	28.16	83.9	28.16
PF3D7_1434800	PF3D7_1434800.1	N/A	31.17	14.02	31.17	14.02
PF3D7_1434900	PF3D7_1434900.1	N/A	11.83	100.22	11.83	100.22
PF3D7_1435000	PF3D7_1435000.1	COX15	3.35	9.75	3.35	9.75
PF3D7_1435100	PF3D7_1435100.1	N/A	174.79	1.26	174.79	1.26
PF3D7_1435200	PF3D7_1435200.1	N/A	101.75	1191.38	101.75	1197.28
PF3D7_1435300	PF3D7_1435300.1	N/A	11.66	153.78	11.66	153.79
PF3D7_1435400	PF3D7_1435400.1	EMC4	12.79	9.28	12.79	9.28
PF3D7_1435500	PF3D7_1435500.1	CLC	46.39	106.59	46.39	106.59
PF3D7_1435600	PF3D7_1435600.1	N/A	204.39	597.76	204.39	597.76
PF3D7_1435700	PF3D7_1435700.1	N/A	180.07	68.06	181.19	68.2
PF3D7_1435700	PF3D7_1435700.2	N/A	180.07	68.06	181.19	68.2
PF3D7_1435800	PF3D7_1435800.1	ERA	21.08	7.47	21.08	7.47
PF3D7_1435900	PF3D7_1435900.1	N/A	16.93	12.36	16.93	12.36
PF3D7_1436000	PF3D7_1436000.1	GPI	98.74	5.66	98.74	5.66
PF3D7_1436100	PF3D7_1436100.1	N/A	92.55	28.58	92.58	28.58
PF3D7_1436200	PF3D7_1436200.1	BCP1	3.5	4.09	3.5	4.09
PF3D7_1436300	PF3D7_1436300.1	PTEX150	90.98	30.36	90.98	30.36
PF3D7_1436400	PF3D7_1436400.1	N/A	8.83	1.77	9	1.81
PF3D7_1436500	PF3D7_1436500.1	N/A	35.22	6.24	35.65	6.33
PF3D7_1436600	PF3D7_1436600.1	PKG	94.53	45.51	94.53	45.51
PF3D7_1436700	PF3D7_1436700.1	N/A	7.52	8.14	7.52	8.14
PF3D7_1436800	PF3D7_1436800.1	ClpR	5.91	13.14	5.91	13.42
PF3D7_1436900	PF3D7_1436900.1	N/A	6.76	1.32	6.76	1.52
PF3D7_1437000	PF3D7_1437000.1	NAT8	48.69	44.44	48.69	44.84
PF3D7_1437100	PF3D7_1437100.1	N/A	8.67	96.41	8.67	97.19
PF3D7_1437200	PF3D7_1437200.1	N/A	1037.72	215.42	1037.72	215.42
PF3D7_1437300	PF3D7_1437300.1	N/A	2.13	0.08	2.13	0.08
PF3D7_1437400	PF3D7_1437400.1	PANK2	10.76	3.2	10.76	3.2
PF3D7_1437500	PF3D7_1437500.1	N/A	11.3	116.93	11.3	116.93
PF3D7_1437600	PF3D7_1437600.1	N/A	81.12	11.14	81.12	11.14
PF3D7_1437700	PF3D7_1437700.1	N/A	66.57	14.4	66.57	14.4
PF3D7_1437800	PF3D7_1437800.1	TRAPPC5	17.59	3.75	17.59	3.75
PF3D7_1437900	PF3D7_1437900.1	HSP40	178.64	320.86	178.64	320.86
PF3D7_1438000	PF3D7_1438000.1	N/A	57.73	44.99	57.73	44.99
PF3D7_1438100	PF3D7_1438100.1	SEC62	139.91	22.16	139.91	22.16
PF3D7_1438200	PF3D7_1438200.1	N/A	0	1.78	0	1.78
PF3D7_1438300	PF3D7_1438300.1	N/A	0	0	0	0
PF3D7_1438400	PF3D7_1438400.1	MCA2	21.75	36.43	21.75	36.43
PF3D7_1438500	PF3D7_1438500.1	CPSF3	21.65	11.06	21.65	11.06
PF3D7_1438600	PF3D7_1438600.1	GET4	9.57	8.61	9.57	8.61
PF3D7_1438700	PF3D7_1438700.1	N/A	326.36	70.91	326.95	71.3
PF3D7_1438800	PF3D7_1438800.1	MD1	952.15	80.07	957.65	80.12
PF3D7_1438900	PF3D7_1438900.1	Trx-Px1	56.09	139.88	56.09	139.88
PF3D7_1439000	PF3D7_1439000.1	CTR1	4.43	109.62	4.43	109.62
PF3D7_1439100	PF3D7_1439100.1	N/A	10.83	7.87	10.83	7.87
PF3D7_1439200	PF3D7_1439200.1	N/A	68.45	14.22	68.45	14.22
PF3D7_1439300	PF3D7_1439300.1	N/A	51.56	20.57	51.56	20.57
PF3D7_1439400	PF3D7_1439400.1	N/A	56.43	80.01	56.43	80.01
PF3D7_1439500	PF3D7_1439500.1	ORP2	74.44	7.59	74.44	7.59
PF3D7_1439600	PF3D7_1439600.1	NDUFA4	57.4	53.28	57.4	53.28
PF3D7_1439700	PF3D7_1439700.1	N/A	34.9	3.81	34.9	3.81
PF3D7_1439800	PF3D7_1439800.1	N/A	108.93	41.57	109.47	41.57
PF3D7_1439900	PF3D7_1439900.1	TIM	184.16	21.86	184.16	21.86
PF3D7_1440000	PF3D7_1440000.1	N/A	82.51	11.52	82.51	11.52
PF3D7_1440100	PF3D7_1440100.1	RAD21	163.27	1.93	163.27	1.93
PF3D7_1440200	PF3D7_1440200.1	SPP	6.57	0.41	7.49	0.41
PF3D7_1440300	PF3D7_1440300.1	PBGS	9.37	0.23	11.77	0.23
PF3D7_1440400	PF3D7_1440400.1	N/A	4.11	12.58	4.11	12.58
PF3D7_1440500	PF3D7_1440500.1	N/A	128.17	45.94	128.17	45.94
PF3D7_1440600	PF3D7_1440600.1	SOC3	1762.44	36.64	1782.61	37.17
PF3D7_1440700	PF3D7_1440700.1	AP3M	4.18	5.04	4.18	5.04
PF3D7_1440800	PF3D7_1440800.1	MFS6	18.79	32.31	18.79	32.31
PF3D7_1440900	PF3D7_1440900.1	N/A	73.12	45.06	73.12	45.06
PF3D7_1441000	PF3D7_1441000.1	NCS2	22.97	8.04	22.97	8.04
PF3D7_1441100	PF3D7_1441100.1	N/A	230.83	181.62	230.83	181.66
PF3D7_1441200	PF3D7_1441200.1	N/A	30.17	15.71	30.17	15.71
PF3D7_1441300	PF3D7_1441300.1	N/A	18.77	222.94	18.77	223.35
PF3D7_1441400	PF3D7_1441400.1	FACT-S	130.87	23.21	130.87	23.21
PF3D7_1441500	PF3D7_1441500.1	N/A	98.01	12.49	98.01	12.49
PF3D7_1441600	PF3D7_1441600.1	N/A	6.98	40.13	6.98	40.13
PF3D7_1441700	PF3D7_1441700.1	ATP23	24.46	127.69	24.46	127.69
PF3D7_1441800	PF3D7_1441800.1	VPS60	540.16	237.84	540.16	237.96
PF3D7_1441900	PF3D7_1441900.1	TFB5	258.38	37.88	258.38	37.88
PF3D7_1442000	PF3D7_1442000.1	N/A	143.21	53.25	145.5	53.25
PF3D7_1442100	PF3D7_1442100.1	RPA3	165.38	24.3	170.48	24.3
PF3D7_1442200	PF3D7_1442200.1	YihA2	6.79	35.45	6.79	35.45
PF3D7_1442300	PF3D7_1442300.1	tRIP	12.43	32.74	12.52	32.74
PF3D7_1442400	PF3D7_1442400.1	KIC9	18.52	34.78	18.52	34.78
PF3D7_1442500	PF3D7_1442500.1	N/A	2.02	6.42	2.02	6.42
PF3D7_1442600	PF3D7_1442600.1	TREP	689.77	16.79	712.24	17.45
PF3D7_1442700	PF3D7_1442700.1	N/A	61	32.46	61	32.46
PF3D7_1442800	PF3D7_1442800.1	N/A	9.44	5.69	9.44	5.69
PF3D7_1442900	PF3D7_1442900.1	ARFGEF	51.3	23.23	51.3	23.23
PF3D7_1443000	PF3D7_1443000.1	SRPK2	6.59	15.58	6.59	15.58
PF3D7_1443100	PF3D7_1443100.1	AKIT9	118.13	41.1	118.13	41.1
PF3D7_1443200	PF3D7_1443200.1	N/A	24.92	12.72	24.92	12.72
PF3D7_1443300	PF3D7_1443300.1	LSM5	5.44	9.37	5.44	9.37
PF3D7_1443400	PF3D7_1443400.1	WLP1	23.14	4.2	23.14	4.2
PF3D7_1443500	PF3D7_1443500.1	PARN	31.92	80.61	31.92	80.64
PF3D7_1443600	PF3D7_1443600.1	N/A	19.26	6.77	19.26	6.77
PF3D7_1443700	PF3D7_1443700.1	DPCK	20.03	4.5	20.03	4.5
PF3D7_1443800	PF3D7_1443800.1	CWC24	28.82	44.83	28.82	44.83
PF3D7_1443900	PF3D7_1443900.1	HSP90	10.68	42.13	10.8	42.22
PF3D7_1444000	PF3D7_1444000.1	N/A	123.26	20.6	123.26	20.6
PF3D7_1444100	PF3D7_1444100.1	N/A	374	2.64	374.46	2.64
PF3D7_1444200	PF3D7_1444200.1	N/A	409.13	0.99	409.13	0.99
PF3D7_1444300	PF3D7_1444300.1	LPAAT	53.56	667.97	53.56	667.97
PF3D7_1444400	PF3D7_1444400.1	N/A	24.92	6	24.92	6
PF3D7_1444500	PF3D7_1444500.1	eIK1	66.42	24.69	66.42	24.69
PF3D7_1444600	PF3D7_1444600.1	N/A	281.35	20.99	290.12	20.99
PF3D7_1444700	PF3D7_1444700.1	SDH	104.1	11.61	107.29	11.61
PF3D7_1444800	PF3D7_1444800.1	FBPA	2266.46	147.86	2266.49	147.86
PF3D7_1444900	PF3D7_1444900.1	N/A	5.18	42.55	5.18	42.55
PF3D7_1445000	PF3D7_1445000.1	N/A	73.98	104.63	73.98	104.63
PF3D7_1445100	PF3D7_1445100.1	N/A	7.78	4.46	7.78	4.46
PF3D7_1445200	PF3D7_1445200.1	MAK5	45.79	38.3	45.79	38.3
PF3D7_1445300	PF3D7_1445300.1	N/A	0.62	6.56	0.62	6.56
