"Gene ID","Name/ID/Alias","Type","Source"
"PF3D7_1365800","MAL13P1.330","previous ID","N/A"
"PF3D7_1365800","A0A5K1K961","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1365800","XP_001350368.1","alternate ID","RefSeq_peptide"
"PF3D7_1365900","CAD52778.1","alternate ID","protein_id"
"PF3D7_1365900","PF13_0346","previous ID","N/A"
"PF3D7_1365900","3JBP","alternate ID","PDB"
"PF3D7_1365900","XP_001350369.1","alternate ID","RefSeq_peptide"
"PF3D7_1365900","3JBO","alternate ID","PDB"
"PF3D7_1365900","5UMD","alternate ID","PDB"
"PF3D7_1365900","3J79","alternate ID","PDB"
"PF3D7_1365900","UPI00000855C6","alternate ID","UniParc"
"PF3D7_1365900","3JBN","alternate ID","PDB"
"PF3D7_1365900","1F9J","alternate ID","N/A"
"PF3D7_1365900","XM_001350333.1","alternate ID","RefSeq_dna"
"PF3D7_1365900","Q8ID50","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366000","UPI00000855C7","alternate ID","UniParc"
"PF3D7_1366000","Q8ID49","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366000","XM_001350334.1","alternate ID","RefSeq_dna"
"PF3D7_1366000","PF13_0347","previous ID","N/A"
"PF3D7_1366000","XP_001350370.1","alternate ID","RefSeq_peptide"
"PF3D7_1366000","CAD52779.1","alternate ID","protein_id"
"PF3D7_1366100","DIP13","name","N/A"
"PF3D7_1366100","MAL13P1.331","previous ID","N/A"
"PF3D7_1366100","XP_002809104.1","alternate ID","RefSeq_peptide"
"PF3D7_1366100","CAX64385.1","alternate ID","protein_id"
"PF3D7_1366100","XM_002809058.1","alternate ID","RefSeq_dna"
"PF3D7_1366100","C0H5K7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366100","UPI0001982126","alternate ID","UniParc"
"PF3D7_1366200","A0A5K1K8S1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366200","PF3D7_1366200","name","annotation"
"PF3D7_1366200","UPI0001982127","alternate ID","UniParc"
"PF3D7_1366200","VWP77980.1","alternate ID","protein_id"
"PF3D7_1366200","XP_002809105.1","alternate ID","RefSeq_peptide"
"PF3D7_1366200","MAL13P1.332","previous ID","N/A"
"PF3D7_1366200","XM_002809059.1","alternate ID","RefSeq_dna"
"PF3D7_1366300","VWP77981.1","alternate ID","protein_id"
"PF3D7_1366300","MAL13P1.334","previous ID","N/A"
"PF3D7_1366300","UPI00078D39B9","alternate ID","UniParc"
"PF3D7_1366300","Q9GVB5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366300","MAL13P1.333","previous ID","N/A"
"PF3D7_1366300","A0A5K1K933","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","RHOP148","name","N/A"
"PF3D7_1366400","XM_001350339.1","alternate ID","RefSeq_dna"
"PF3D7_1366400","C5HEY2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","C5HEY6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","C5HEY3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","PF3D7_1366400","name","annotation"
"PF3D7_1366400","C5HEY4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","C5HEY5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","PF13_0348","previous ID","N/A"
"PF3D7_1366400","VWP77982.1","alternate ID","protein_id"
"PF3D7_1366400","XP_001350375.1","alternate ID","RefSeq_peptide"
"PF3D7_1366400","C5HEY1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","A0A5K1K9G4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","C5HEY0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","C5HEZ2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","UPI00000855CC","alternate ID","UniParc"
"PF3D7_1366400","Q868L5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366400","C5HEX8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366500","UPI00000855CD","alternate ID","UniParc"
"PF3D7_1366500","XP_001350376.1","alternate ID","RefSeq_peptide"
"PF3D7_1366500","1XIQ","alternate ID","PDB"
"PF3D7_1366500","CAD52785.1","alternate ID","protein_id"
"PF3D7_1366500","PF13_0349","previous ID","N/A"
"PF3D7_1366500","00240+2.7.4.6","alternate ID","KEGG_Enzyme"
"PF3D7_1366500","PF3D7_1366500","name","annotation"
"PF3D7_1366500","1NUE","alternate ID","N/A"
"PF3D7_1366500","Q8ID43","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366500","XM_001350340.1","alternate ID","RefSeq_dna"
"PF3D7_1366500","00230+2.7.4.6","alternate ID","KEGG_Enzyme"
"PF3D7_1366500","NDK","name","N/A"
"PF3D7_1366500","00983+2.7.4.6","alternate ID","KEGG_Enzyme"
"PF3D7_1366600","XP_001350377.1","alternate ID","RefSeq_peptide"
"PF3D7_1366600","XM_001350341.1","alternate ID","RefSeq_dna"
"PF3D7_1366600","PF13_0350","previous ID","N/A"
"PF3D7_1366600","UPI00000855CE","alternate ID","UniParc"
"PF3D7_1366600","PF3D7_1366600","name","annotation"
"PF3D7_1366600","Q8ID42","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366600","CAD52786.1","alternate ID","protein_id"
"PF3D7_1366600","SRPR-alpha","name","N/A"
"PF3D7_1366700","CAD52787.1","alternate ID","protein_id"
"PF3D7_1366700","XP_001350378.1","alternate ID","RefSeq_peptide"
"PF3D7_1366700","PF13_0351","previous ID","N/A"
"PF3D7_1366700","UPI00000855CF","alternate ID","UniParc"
"PF3D7_1366700","PF3D7_1366700","name","annotation"
"PF3D7_1366700","XM_001350342.1","alternate ID","RefSeq_dna"
"PF3D7_1366700","Q8ID41","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366800","CAX64387.1","alternate ID","protein_id"
"PF3D7_1366800","XP_002809106.1","alternate ID","RefSeq_peptide"
"PF3D7_1366800","C0H5K9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1366800","UPI000198215E","alternate ID","UniParc"
"PF3D7_1366800","XM_002809060.1","alternate ID","RefSeq_dna"
"PF3D7_1366800","PSS","name","N/A"
"PF3D7_1366800","MAL13P1.335","previous ID","N/A"
"PF3D7_1366900","MAL13P1.336","previous ID","N/A"
"PF3D7_1366900","XP_001350380.1","alternate ID","RefSeq_peptide"
"PF3D7_1366900","XM_001350344.1","alternate ID","RefSeq_dna"
"PF3D7_1366900","PF3D7_1366900","name","annotation"
"PF3D7_1366900","UPI00000855D1","alternate ID","UniParc"
"PF3D7_1366900","CAD52789.1","alternate ID","protein_id"
"PF3D7_1366900","Q8ID39","alternate ID","Uniprot/SWISSPROT"
"PF3D7_1367000","CAD52790.2","alternate ID","protein_id"
"PF3D7_1367000","SKP1","name","N/A"
"PF3D7_1367000","1FQV","alternate ID","N/A"
"PF3D7_1367000","Q8ID38","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367000","XP_001350381.2","alternate ID","RefSeq_peptide"
"PF3D7_1367000","XM_001350345.2","alternate ID","RefSeq_dna"
"PF3D7_1367000","UPI000198215F","alternate ID","UniParc"
"PF3D7_1367000","MAL13P1.337","previous ID","N/A"
"PF3D7_1367100","SNP1","name","N/A"
"PF3D7_1367100","UPI00000855D3","alternate ID","UniParc"
"PF3D7_1367100","MAL13P1.338","previous ID","N/A"
"PF3D7_1367100","PF3D7_1367100","name","annotation"
"PF3D7_1367100","XP_001350382.1","alternate ID","RefSeq_peptide"
"PF3D7_1367100","CAD52791.1","alternate ID","protein_id"
"PF3D7_1367100","Q8ID37","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367100","XM_001350346.1","alternate ID","RefSeq_dna"
"PF3D7_1367200","MAL13P1.339","previous ID","N/A"
"PF3D7_1367200","XP_002809107.1","alternate ID","RefSeq_peptide"
"PF3D7_1367200","PF3D7_1367200","name","annotation"
"PF3D7_1367200","C0H5L0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367200","CAX64388.1","alternate ID","protein_id"
"PF3D7_1367200","UPI0001982160","alternate ID","UniParc"
"PF3D7_1367200","XM_002809061.1","alternate ID","RefSeq_dna"
"PF3D7_1367300","MAL13P1.340","previous ID","N/A"
"PF3D7_1367300","Q8ID35","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367300","CAD52793.1","alternate ID","protein_id"
"PF3D7_1367300","XP_001350384.1","alternate ID","RefSeq_peptide"
"PF3D7_1367300","XM_001350348.1","alternate ID","RefSeq_dna"
"PF3D7_1367300","UPI00000855D5","alternate ID","UniParc"
"PF3D7_1367300","PF3D7_1367300","name","annotation"
"PF3D7_1367400","PF13_0352","previous ID","N/A"
"PF3D7_1367400","Q8ID34","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367400","XP_001350385.1","alternate ID","RefSeq_peptide"
"PF3D7_1367400","XM_001350349.1","alternate ID","RefSeq_dna"
"PF3D7_1367400","UPI00000855D6","alternate ID","UniParc"
"PF3D7_1367400","CAD52794.1","alternate ID","protein_id"
"PF3D7_1367500","XP_001350386.1","alternate ID","RefSeq_peptide"
"PF3D7_1367500","CAD52795.1","alternate ID","protein_id"
"PF3D7_1367500","PF13_0353","previous ID","N/A"
"PF3D7_1367500","XM_001350350.1","alternate ID","RefSeq_dna"
"PF3D7_1367500","UPI00000855D7","alternate ID","UniParc"
"PF3D7_1367500","PF3D7_1367500","name","annotation"
"PF3D7_1367500","Q8ID33","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367600","UPI00000855D8","alternate ID","UniParc"
"PF3D7_1367600","CAD52796.1","alternate ID","protein_id"
"PF3D7_1367600","XM_001350351.1","alternate ID","RefSeq_dna"
"PF3D7_1367600","XP_001350387.1","alternate ID","RefSeq_peptide"
"PF3D7_1367600","MAL13P1.341","previous ID","N/A"
"PF3D7_1367600","Q8ID32","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367700","AlaRS","name","N/A"
"PF3D7_1367700","XM_001350352.1","alternate ID","RefSeq_dna"
"PF3D7_1367700","Q8ID31","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367700","UPI00000855D9","alternate ID","UniParc"
"PF3D7_1367700","CAD52797.1","alternate ID","protein_id"
"PF3D7_1367700","00970+6.1.1.7","alternate ID","KEGG_Enzyme"
"PF3D7_1367700","PF13_0354","previous ID","N/A"
"PF3D7_1367700","XP_001350388.1","alternate ID","RefSeq_peptide"
"PF3D7_1367700","PF3D7_1367700","name","annotation"
"PF3D7_1367800","PF13_0355","previous ID","N/A"
"PF3D7_1367800","XP_001350389.1","alternate ID","RefSeq_peptide"
"PF3D7_1367800","CAD52798.1","alternate ID","protein_id"
"PF3D7_1367800","PSOP2","name","N/A"
"PF3D7_1367800","Q8ID30","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367800","UPI00000855DA","alternate ID","UniParc"
"PF3D7_1367800","XM_001350353.1","alternate ID","RefSeq_dna"
"PF3D7_1367800","PF3D7_1367800","name","annotation"
"PF3D7_1367900","UPI0001982161","alternate ID","UniParc"
"PF3D7_1367900","C0H5L1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1367900","PF3D7_1367900","name","annotation"
"PF3D7_1367900","XM_002809062.1","alternate ID","RefSeq_dna"
"PF3D7_1367900","CAX64389.1","alternate ID","protein_id"
"PF3D7_1367900","MAL13P1.342","previous ID","N/A"
"PF3D7_1367900","XP_002809108.1","alternate ID","RefSeq_peptide"
"PF3D7_1368000","MAL13P1.342a","previous ID","N/A"
"PF3D7_1368000","UPI0001982162","alternate ID","UniParc"
"PF3D7_1368000","CAX64390.1","alternate ID","protein_id"
"PF3D7_1368000","XM_002809063.1","alternate ID","RefSeq_dna"
"PF3D7_1368000","C0H5L2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368000","XP_002809109.1","alternate ID","RefSeq_peptide"
"PF3D7_1368100","XM_001350355.1","alternate ID","RefSeq_dna"
"PF3D7_1368100","UPI00000855DC","alternate ID","UniParc"
"PF3D7_1368100","XP_001350391.1","alternate ID","RefSeq_peptide"
"PF3D7_1368100","CAD52800.1","alternate ID","protein_id"
"PF3D7_1368100","RPN11","name","N/A"
"PF3D7_1368100","Q8ID28","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368100","M67.001","alternate ID","MEROPS"
"PF3D7_1368100","MAL13P1.343","previous ID","N/A"
"PF3D7_1368200","CAD52801.1","alternate ID","protein_id"
"PF3D7_1368200","ABCE1","name","N/A"
"PF3D7_1368200","MAL13P1.344","previous ID","N/A"
"PF3D7_1368200","UPI0000085D54","alternate ID","UniParc"
"PF3D7_1368200","XM_001350356.1","alternate ID","RefSeq_dna"
"PF3D7_1368200","PF3D7_1368200","name","annotation"
"PF3D7_1368200","XP_001350392.1","alternate ID","RefSeq_peptide"
"PF3D7_1368200","Q8I6Z4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368300","XP_002809110.1","alternate ID","RefSeq_peptide"
"PF3D7_1368300","XM_002809064.1","alternate ID","RefSeq_dna"
"PF3D7_1368300","PF3D7_1368300","name","annotation"
"PF3D7_1368300","UPI0001982163","alternate ID","UniParc"
"PF3D7_1368300","CAX64391.1","alternate ID","protein_id"
"PF3D7_1368300","MAL13P1.345","previous ID","N/A"
"PF3D7_1368300","C0H5L3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368400","CAD52803.1","alternate ID","protein_id"
"PF3D7_1368400","Q8ID26","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368400","XP_001350394.1","alternate ID","RefSeq_peptide"
"PF3D7_1368400","PF13_0356","previous ID","N/A"
"PF3D7_1368400","PF3D7_1368400","name","annotation"
"PF3D7_1368400","UPI00000855DE","alternate ID","UniParc"
"PF3D7_1368400","XM_001350358.1","alternate ID","RefSeq_dna"
"PF3D7_1368500","A0A5K1K937","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368500","VWP78006.1","alternate ID","protein_id"
"PF3D7_1368500","PF13_0357","previous ID","N/A"
"PF3D7_1368500","PF3D7_1368500","name","annotation"
"PF3D7_1368500","UPI00000855DF","alternate ID","UniParc"
"PF3D7_1368500","XM_001350359.1","alternate ID","RefSeq_dna"
"PF3D7_1368500","XP_001350395.1","alternate ID","RefSeq_peptide"
"PF3D7_1368600","PF13_0358","previous ID","N/A"
"PF3D7_1368600","XP_001350396.1","alternate ID","RefSeq_peptide"
"PF3D7_1368600","Q8ID24","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368600","XM_001350360.1","alternate ID","RefSeq_dna"
"PF3D7_1368600","UPI00000855E0","alternate ID","UniParc"
"PF3D7_1368600","TIM9","name","N/A"
"PF3D7_1368600","CAD52805.1","alternate ID","protein_id"
"PF3D7_1368700","Q8ID23","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368700","CAD52806.1","alternate ID","protein_id"
"PF3D7_1368700","XP_001350397.1","alternate ID","RefSeq_peptide"
"PF3D7_1368700","PF13_0359","previous ID","N/A"
"PF3D7_1368700","XM_001350361.1","alternate ID","RefSeq_dna"
"PF3D7_1368700","UPI00000855E1","alternate ID","UniParc"
"PF3D7_1368800","Q8ID22","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368800","XPF","synonym","N/A"
"PF3D7_1368800","XP_001350398.1","alternate ID","RefSeq_peptide"
"PF3D7_1368800","ERCC4","name","N/A"
"PF3D7_1368800","UPI00000855E2","alternate ID","UniParc"
"PF3D7_1368800","PF3D7_1368800","name","annotation"
"PF3D7_1368800","XM_001350362.1","alternate ID","RefSeq_dna"
"PF3D7_1368800","MAL13P1.346","previous ID","N/A"
"PF3D7_1368800","CAD52807.1","alternate ID","protein_id"
"PF3D7_1368900","VWP78011.1","alternate ID","protein_id"
"PF3D7_1368900","XP_001350399.1","alternate ID","RefSeq_peptide"
"PF3D7_1368900","PF3D7_1368900","name","annotation"
"PF3D7_1368900","A0A5K1K9A4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1368900","UPI00000855E3","alternate ID","UniParc"
"PF3D7_1368900","XM_001350363.1","alternate ID","RefSeq_dna"
"PF3D7_1368900","MAL13P1.347","previous ID","N/A"
"PF3D7_1369000","MAL13P1.348","previous ID","N/A"
"PF3D7_1369000","UPI0001982164","alternate ID","UniParc"
"PF3D7_1369000","XM_002809065.1","alternate ID","RefSeq_dna"
"PF3D7_1369000","CAX64392.1","alternate ID","protein_id"
"PF3D7_1369000","GPAA1","name","N/A"
"PF3D7_1369000","C0H5L4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1369000","XP_002809111.1","alternate ID","RefSeq_peptide"
"PF3D7_1369000","PF3D7_1369000","name","annotation"
"PF3D7_1369000","GAA1","synonym","N/A"
"PF3D7_1369100","A0A5K1K9B9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1369100","PF13_0360","previous ID","N/A"
"PF3D7_1369100","XP_001350401.1","alternate ID","RefSeq_peptide"
"PF3D7_1369100","VWP78013.1","alternate ID","protein_id"
"PF3D7_1369100","XM_001350365.1","alternate ID","RefSeq_dna"
"PF3D7_1369100","UPI00000855E5","alternate ID","UniParc"
"PF3D7_1369200","UPI0001982165","alternate ID","UniParc"
"PF3D7_1369200","VWP78014.1","alternate ID","protein_id"
"PF3D7_1369200","A0A5K1K8M3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1369200","XM_002809066.1","alternate ID","RefSeq_dna"
"PF3D7_1369200","MAL13P1.349","previous ID","N/A"
"PF3D7_1369200","XP_002809112.1","alternate ID","RefSeq_peptide"
"PF3D7_1369300","MAL13P1.350","previous ID","N/A"
"PF3D7_1369300","XP_001350403.1","alternate ID","RefSeq_peptide"
"PF3D7_1369300","CAD52812.1","alternate ID","protein_id"
"PF3D7_1369300","UPI00000855E7","alternate ID","UniParc"
"PF3D7_1369300","Q8ID17","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1369300","XM_001350367.1","alternate ID","RefSeq_dna"
"PF3D7_1369400","UPI0001982166","alternate ID","UniParc"
"PF3D7_1369400","XP_002809113.1","alternate ID","RefSeq_peptide"
"PF3D7_1369400","C0H5L6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1369400","XM_002809067.1","alternate ID","RefSeq_dna"
"PF3D7_1369400","MAL13P1.351","previous ID","N/A"
"PF3D7_1369400","CAX64394.1","alternate ID","protein_id"
"PF3D7_1369400","PF3D7_1369400","name","annotation"
"PF3D7_1369500","UPI0001982167","alternate ID","UniParc"
"PF3D7_1369500","XM_002809068.1","alternate ID","RefSeq_dna"
"PF3D7_1369500","A0A5K1K8X7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1369500","MAL13P1.352","previous ID","N/A"
"PF3D7_1369500","VWP78017.1","alternate ID","protein_id"
"PF3D7_1369500","PF3D7_1369500","name","annotation"
"PF3D7_1369500","XP_002809114.1","alternate ID","RefSeq_peptide"
"PF3D7_1369600","PF13_0361","previous ID","N/A"
"PF3D7_1369600","UPI00000855EA","alternate ID","UniParc"
"PF3D7_1369600","XM_001350370.1","alternate ID","RefSeq_dna"
"PF3D7_1369600","VWP78018.1","alternate ID","protein_id"
"PF3D7_1369600","PF3D7_1369600","name","annotation"
"PF3D7_1369600","XP_001350406.1","alternate ID","RefSeq_peptide"
"PF3D7_1369600","A0A5K1K942","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1369700","XP_002809115.1","alternate ID","RefSeq_peptide"
"PF3D7_1369700","XM_002809069.1","alternate ID","RefSeq_dna"
"PF3D7_1369700","C0H5L8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1369700","PF13_0362","previous ID","N/A"
"PF3D7_1369700","PF13.0362:mRNA:1","previous ID","N/A"
"PF3D7_1369700","PF13.0362:1:pep","previous ID","N/A"
"PF3D7_1369700","CAX64396.1","alternate ID","protein_id"
"PF3D7_1369700","SNRPA1","name","N/A"
"PF3D7_1369700","PF13.0362","previous ID","N/A"
"PF3D7_1369700","UPI0001982168","alternate ID","UniParc"
"PF3D7_1369800","MAL13_tRNA_Arg2:tRNA","previous ID","N/A"
"PF3D7_1369800","RF00005","alternate ID","annotation"
"PF3D7_1369800","MAL13_tRNA_Arg2","previous ID","N/A"
"PF3D7_1369900","RF00005","alternate ID","annotation"
"PF3D7_1369900","MAL13_tRNA_Trp1:tRNA","previous ID","N/A"
"PF3D7_1369900","MAL13_tRNA_Trp1","previous ID","N/A"
"PF3D7_1370000","MAL13_tRNA_Arg3","previous ID","N/A"
"PF3D7_1370000","MAL13_tRNA_Arg3:tRNA","previous ID","N/A"
"PF3D7_1370000","RF00005","alternate ID","annotation"
"PF3D7_1370100","RF00005","alternate ID","annotation"
"PF3D7_1370100","MAL13_tRNA_Cys1","previous ID","N/A"
"PF3D7_1370100","MAL13_tRNA_Cys1:tRNA","previous ID","N/A"
"PF3D7_1370200","RF00005","alternate ID","annotation"
"PF3D7_1370200","MAL13_tRNA_Gly1","previous ID","N/A"
"PF3D7_1370200","MAL13_tRNA_Gly1:tRNA","previous ID","N/A"
"PF3D7_1370300","C0H5L9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1370300","UPI00001BE7E4","alternate ID","UniParc"
"PF3D7_1370300","Q6V0W8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1370300","MAHRP1","name","N/A"
"PF3D7_1370300","CAX64397.1","alternate ID","protein_id"
"PF3D7_1370300","XP_002809116.1","alternate ID","RefSeq_peptide"
"PF3D7_1370300","XM_002809070.1","alternate ID","RefSeq_dna"
"PF3D7_1370300","PF3D7_1370300","name","annotation"
"PF3D7_1370300","Q6V0X1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1370300","Q6V0X0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1370300","Q6V0W7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1370300","MAL13P1.413","previous ID","N/A"
"PF3D7_1370300","Q9NNV9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1370300","Q6V0X3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1370300","Q6V0W9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1370500","PF13TR008:ncRNA","previous ID","N/A"
"PF3D7_1370500","PF13TR008","previous ID","N/A"
"PF3D7_1370800","PF13TR009","previous ID","N/A"
"PF3D7_1370800","PF13TR009:ncRNA","previous ID","N/A"
"PF3D7_1370900","PF13TR010:ncRNA","previous ID","N/A"
"PF3D7_1370900","PF13TR010","previous ID","N/A"
"PF3D7_1371000","MAL13_18SrRNA","previous ID","N/A"
"PF3D7_1371000","MAL13_18SrRNA.1","previous ID","N/A"
"PF3D7_1371200","MAL13_5.8SrRNA","previous ID","N/A"
"PF3D7_1371200","MAL13_5.8SrRNA:rRNA","previous ID","N/A"
"PF3D7_1371300","MAL13_28SrRNA","previous ID","N/A"
"PF3D7_1371300","MAL13_28SrRNA.1","previous ID","N/A"
"PF3D7_1371500","CAX64405.1","alternate ID","protein_id"
"PF3D7_1371500","C0H5M5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1371500","XM_002809076.1","alternate ID","RefSeq_dna"
"PF3D7_1371500","MAL13P1.461","previous ID","N/A"
"PF3D7_1371500","XP_002809122.1","alternate ID","RefSeq_peptide"
"PF3D7_1371500","UPI000198216C","alternate ID","UniParc"
"PF3D7_1371600","EBL1","name","N/A"
"PF3D7_1371600","PF13_0115","previous ID","N/A"
"PF3D7_1371700","MAL13P1.109","previous ID","N/A"
"PF3D7_1371700","FIKK13","name","N/A"
"PF3D7_1371700","UPI0003E415E7","alternate ID","UniParc"
"PF3D7_1371700","A0A143ZWL4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1371700","CZT62555.1","alternate ID","protein_id"
"PF3D7_1371800","MAL13P1.110","previous ID","N/A"
"PF3D7_1371800","UPI0003EB9082","alternate ID","UniParc"
"PF3D7_1371800","A0A146M1M7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1371800","CZT62556.1","alternate ID","protein_id"
"PF3D7_1371900","UPI000198216D","alternate ID","UniParc"
"PF3D7_1371900","XP_002809123.1","alternate ID","RefSeq_peptide"
"PF3D7_1371900","CAX64406.1","alternate ID","protein_id"
"PF3D7_1371900","MAL13P1.465","previous ID","N/A"
"PF3D7_1371900","XM_002809077.1","alternate ID","RefSeq_dna"
"PF3D7_1371900","C0H5M6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372000","XP_002809124.1","alternate ID","RefSeq_peptide"
"PF3D7_1372000","C0H5M7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372000","MAL13P1.470","previous ID","N/A"
"PF3D7_1372000","UPI000198216E","alternate ID","UniParc"
"PF3D7_1372000","CAX64407.1","alternate ID","protein_id"
"PF3D7_1372000","XM_002809078.1","alternate ID","RefSeq_dna"
"PF3D7_1372100","UPI000198216F","alternate ID","UniParc"
"PF3D7_1372100","GEXP04","name","N/A"
"PF3D7_1372100","CAX64408.1","alternate ID","protein_id"
"PF3D7_1372100","XP_002809125.1","alternate ID","RefSeq_peptide"
"PF3D7_1372100","C0H5M8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372100","XM_002809079.1","alternate ID","RefSeq_dna"
"PF3D7_1372100","MAL13P1.475","previous ID","N/A"
"PF3D7_1372200","UPI0001982170","alternate ID","UniParc"
"PF3D7_1372200","HRP3","synonym","N/A"
"PF3D7_1372200","C0H5M9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372200","XM_002809080.1","alternate ID","RefSeq_dna"
"PF3D7_1372200","HRPIII","name","N/A"
"PF3D7_1372200","XP_002809126.1","alternate ID","RefSeq_peptide"
"PF3D7_1372200","MAL13P1.480","previous ID","N/A"
"PF3D7_1372200","CAX64409.1","alternate ID","protein_id"
"PF3D7_1372200","MRA-68","alternate ID","MR4 Reagents"
"PF3D7_1372300","A0A143ZZR8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372300","UPI00078E156E","alternate ID","UniParc"
"PF3D7_1372300","CZT62557.1","alternate ID","protein_id"
"PF3D7_1372400","XM_002809081.1","alternate ID","RefSeq_dna"
"PF3D7_1372400","MAL13P1.485","previous ID","N/A"
"PF3D7_1372400","ACS4","name","N/A"
"PF3D7_1372400","XP_002809127.1","alternate ID","RefSeq_peptide"
"PF3D7_1372400","C0H5N0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372400","UPI0001982171","alternate ID","UniParc"
"PF3D7_1372400","CAX64410.1","alternate ID","protein_id"
"PF3D7_1372500","MAL13P1.490","previous ID","N/A"
"PF3D7_1372600","RIF","name","N/A"
"PF3D7_1372600","CAX64412.1","alternate ID","protein_id"
"PF3D7_1372600","C0H5N2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372600","XM_002809083.1","alternate ID","RefSeq_dna"
"PF3D7_1372600","UPI0001982173","alternate ID","UniParc"
"PF3D7_1372600","MAL13P1.495","previous ID","N/A"
"PF3D7_1372600","XP_002809129.1","alternate ID","RefSeq_peptide"
"PF3D7_1372600","RIF-B","synonym","N/A"
"PF3D7_1372700","RIF","name","N/A"
"PF3D7_1372700","RIF-A","synonym","N/A"
"PF3D7_1372700","XM_002809084.1","alternate ID","RefSeq_dna"
"PF3D7_1372700","UPI0001982174","alternate ID","UniParc"
"PF3D7_1372700","MAL13P1.500","previous ID","N/A"
"PF3D7_1372700","C0H5N3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372700","XP_002809130.1","alternate ID","RefSeq_peptide"
"PF3D7_1372700","CAX64413.1","alternate ID","protein_id"
"PF3D7_1372800","UPI0001982175","alternate ID","UniParc"
"PF3D7_1372800","C0H5N4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_1372800","Q2XR48","alternate ID","Uniprot/SPTREMBL"
