	Accession ID	Gene ID	Product Description	Neighbours	essential	Degree	Betweenness Centrality	Closeness Centrality
222	Q8IL58	PF3D7_1441200	60S ribosomal protein L1, putative	['Q8IJC6', 'C6KT25', 'Q8IBY4', 'A0A5K1K8V8', 'K7NTP5', 'Q8ID28', 'Q8ILK3', 'Q8IC05', 'Q8IKH8', 'Q8IAX6', 'Q8ID43', 'C0H4A6', 'Q8IAX8', 'Q8IM10', 'Q7KQL5', 'Q8I3R0', 'Q8I0P6', 'C6KT23', 'Q8IDB0', 'C0H5C2', 'Q8I2X4', 'Q8IJV6', 'C6KT19']	True	23	0.0024872542218993656	0.3688565444470956
223	Q8IDZ8	PF3D7_1333000	20 kDa chaperonin	['Q8II61', 'O97282', 'O77323', 'O96220', 'Q8II43']	True	5	0.0	0.31452883635023654
224	Q8III8	PF3D7_1118000	conserved Plasmodium protein, unknown function	['Q8I5B6', 'Q76NM3', 'Q8IEU2', 'Q8I3X4']	True	4	0.0007370196906391877	0.289586026171788
225	C6KSV3	PF3D7_0610800	transketolase	['Q8I566', 'Q8IEJ6', 'Q8IFP3', 'O97227', 'Q8IKW5']	True	5	0.002069105107068735	0.3169860928842228
226	Q8IJV6	PF3D7_1008900	adenylate kinase	['Q8ILK3', 'Q8I3R0', 'Q8IKM5', 'Q8I431', 'C6KT23', 'Q8IDB0', 'C0H5C2', 'Q8IKH8', 'Q8IAX5', 'Q8IIB4', 'Q8II61', 'Q8IJC6', 'Q7KQL5', 'Q8IIA2', 'Q8IM10', 'C0H4A6', 'Q8IDR9', 'Q8IL58', 'Q8IBY4']	True	19	0.0005000695598230579	0.35453201844915017
227	Q8IJT1	PF3D7_1011400	proteasome subunit beta type-5	['C6KST5', 'Q8IKC9', 'Q8I6T3', 'Q8I0U7', 'O77396', 'Q7K6A9', 'Q8IK90', 'Q8IBI3', 'Q8I5C4', 'Q8IDG3', 'A0A5K1K7U1', 'C0H5I7', 'O96220', 'Q8II43', 'Q8IDG2', 'O97282', 'Q8IAR3', 'C6KST3', 'Q8I261']	True	19	0.00013031004063786633	0.2971261017108419
228	Q7KQK0	PF3D7_1223100	cAMP-dependent protein kinase regulatory subunit	['Q76NN6']	True	1	0.0	0.2657699992741082
229	A0A5K1K910	PF3D7_1344800	aspartate carbamoyltransferase	['Q8IAX5', 'Q7KQL5', 'C6KT25']	True	3	1.6820706794536996e-05	0.3192027788484481
230	Q8IFP2	PF3D7_0422400	40S ribosomal protein S19	['Q8IL02', 'Q8IJS2', 'Q8IE66', 'Q8I0P6', 'Q8IC05', 'Q8IJC6', 'Q7KQL5', 'Q8I3T8', 'O00806', 'Q8IKM5', 'Q8IDB0', 'Q8II61', 'Q8IIU8', 'Q8IKH8', 'Q8I320']	True	15	0.0013009359532346564	0.35626144292938994
231	C6KT19	PF3D7_0617900	histone H3 variant	['C6KT18', 'Q8ILL2', 'Q8IAX5', 'Q8IC05', 'Q8I487', 'Q8ILK3', 'Q8IDB0', 'Q8ILC1', 'C6KT23', 'Q8IBY4', 'Q8IIV1', 'Q7KQL5', 'Q8IBV7', 'Q8I431', 'Q8IJM9', 'Q9TY99', 'Q8IIB4', 'Q8IIM8', 'Q8IB24', 'Q8I5H4', 'O97313', 'Q8IJX3', 'C0H4L1', 'Q8I0V2', 'Q8IIV2', 'B9ZSJ2', 'K7NTP5', 'Q8IDR9', 'Q6ZMA7', 'Q8IJC6', 'Q8IM10', 'Q8IAX8', 'O97320', 'Q8IL58']	True	34	0.009951005390411443	0.3756872211961159
232	Q8I5H2	PF3D7_1224500	histone chaperone ASF1	['Q8I608', 'Q8ILB6', 'Q7KQK6', 'Q8I5Y9', 'Q8ILI6', 'Q8I2W3']	True	6	0.00019430704950428124	0.2482447172009685
233	C6KT34	PF3D7_0619400	cell division cycle protein 48 homologue, putative	['Q8IKC9', 'O97282', 'O96153', 'C6KST3', 'Q8I6T3', 'Q8II43', 'Q8IDG2', 'Q8I261', 'Q8IBI3', 'O97247', 'O96220', 'Q8IJW0', 'Q7K6A9', 'O77396', 'Q8IK90', 'A0A5K1K7U1', 'Q8IDG3']	True	17	0.00015523798636969514	0.2985837931337896
234	Q8I3Q7	PF3D7_0520300	U6 snRNA-associated Sm-like protein LSm2, putative	['C0H4W2', 'Q76NN6', 'Q8I5V6', 'Q8IIT3']	True	4	0.00228694145243248	0.26674067129483175
235	Q8I5B6	PF3D7_1230400	ATP-dependent protease subunit ClpQ	['Q8IE66', 'Q8I374', 'Q76NM3', 'Q8III8', 'O77323', 'Q8I0X1', 'Q8I3X4', 'C6KTA3', 'O97282', 'Q8II43', 'C0H4C7', 'C6KT25', 'O96220', 'C6KSV2', 'Q8IKT2']	True	15	0.0030251237573592146	0.3275049139036993
236	Q8IJT0	PF3D7_1011500	conserved protein, unknown function	['Q8IM26']	True	1	0.0	0.2074818062514913
237	C6KT76	PF3D7_0624000	hexokinase	['Q6ZLZ9', 'Q8II24']	True	2	0.0	0.29472798950978585
238	Q8IJX3	PF3D7_1006800	G-strand-binding protein 2	['Q8IM10', 'B9ZSJ2', 'O97313', 'Q8IIV2', 'Q8IAX8', 'C6KT19', 'Q8ILZ7', 'Q8ILL2', 'Q8IK89', 'Q8IAX5', 'Q8I463']	True	11	0.0017953888867194155	0.3234437369376658
239	Q8I0U7	PF3D7_0931800	proteasome subunit beta type-6, putative	['Q8IK90', 'C6KST3', 'Q8IJT1', 'C0H4C7', 'C6KST5', 'A0A5K1K7U1', 'Q8I5C4', 'Q8I6T3', 'Q8IDG2', 'Q8I261', 'Q8IDG3', 'Q8IAR3', 'Q8IBI3', 'Q8IKC9', 'O77396', 'O96153', 'O96220', 'Q8IJW0', 'Q7K6A9']	True	19	0.0001656776401982255	0.29050754097265286
240	O97249	PF3D7_0307100	40S ribosomal protein S12, putative	['Q8IIA2', 'Q8IIX0', 'Q8IDN6', 'Q8I0V4', 'O00806', 'Q8ILK3', 'Q8IKX4', 'Q8IJ34']	True	8	0.00030914983768018	0.30609218692592177
241	Q8IM26	PF3D7_1406800	glideosome associated protein with multiple membrane spans 3	['Q8IIF0', 'Q8IJT0']	True	2	0.00513883133029424	0.2630893220480005
242	Q7KQK6	PF3D7_1117700	GTP-binding nuclear protein RAN/TC4	['Q76NN6', 'Q8I5H2']	True	2	0.00017109500979618403	0.26615741909812296
243	Q8ILB6	PF3D7_1434800	mitochondrial acidic protein MAM33, putative	['Q8I546', 'Q8I5Y9', 'C6S3I6', 'Q8IFP3', 'Q76NN6', 'C0H4V6', 'Q8ILI6', 'Q8I5H2', 'Q8IKP1']	False	9	0.012755753160954357	0.32060402019545625
244	Q8ILE3	PF3D7_1432100	voltage-dependent anion-selective channel protein	['Q8I323', 'Q8I2Q0', 'C0H5H0', 'Q8IB24', 'Q8IEQ1', 'K7NTP5', 'Q8I1V1']	False	7	0.00018076454373693276	0.3387458061248837
245	Q8I5V6	PF3D7_1209200	U6 snRNA-associated Sm-like protein LSm7, putative	['Q8IIT3', 'Q8II82', 'C0H4W2', 'Q76NN6', 'Q8I3Q7']	False	5	0.0030420430906413815	0.2689013100166603
246	Q8IJM9	PF3D7_1016900	early transcribed membrane protein 10.3	['Q8IBB9', 'Q8I484', 'C6KT19', 'Q6ZMA7', 'Q8IJ28', 'Q8IBV7']	False	6	0.0037084618622164065	0.28439873754098494
247	Q8IEU2	PF3D7_1302100	gamete antigen 27/25	['Q8IBN4', 'A0A5K1K9E5', 'Q8II72', 'Q6ZMA7', 'Q8I0V2', 'Q8III8', 'Q8IEK3', 'Q8IKC8', 'Q8IL75', 'Q7KQL5', 'Q8IC43']	False	11	0.005657511823263696	0.32898016126362584
248	C0H4Z6	PF3D7_0831300	Plasmodium exported protein, unknown function	['Q9TY99']	False	1	0.0	0.25518377288792776
249	Q8ILS7	PF3D7_1416900	prefoldin subunit 2, putative	['Q8IBR6', 'Q8I3A4', 'C6KT55', 'Q8IFP3', 'Q8II61', 'C0H4C7', 'Q8I3Y6', 'Q8II82']	False	8	0.004672710410105442	0.32230183495377285
250	C6S3I6	PF3D7_1442100	replication factor A protein 3, putative	['Q8II92', 'Q8ILB6', 'Q8II42', 'Q8I5Q3', 'Q8I3A1']	False	5	0.006753557118326279	0.25028648320947544
251	Q8IKV8	PF3D7_1451800	sortilin	['Q8IET7', 'Q8IKH8', 'Q8ID28', 'O97313', 'A0A5K1K8W5', 'Q8I6T1']	False	6	0.006189715153701263	0.29736806107705593
252	O97227	PF3D7_0303700	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	['Q8I0X1', 'Q8II24', 'P61076', 'C6KSV3', 'Q8IEA6', 'Q8IEJ6']	False	6	0.0004035267248232677	0.29050754097265286
253	C0H4V6	PF3D7_0818200	14-3-3 protein	['Q8ID28', 'Q8I5Y9', 'Q8IIG6', 'Q8IE84', 'A0A144A3N9', 'Q76NN6', 'Q8ILB6', 'Q8II24']	False	8	0.004303954964692383	0.3301699629318487
254	Q6ZLZ9	PF3D7_0903700	alpha tubulin 1	['Q8IBR6', 'Q7KQL9', 'O97282', 'Q8ILA4', 'Q8II24', 'Q8ID43', 'O97247', 'C6KST5', 'O77389', 'Q8IE66', 'O77323', 'Q8I0X1', 'Q8IJW0', 'Q8ILQ7', 'Q8IJN9', 'C6KT76', 'Q8I374', 'Q8I5P5', 'Q8IKT2', 'Q8II61', 'Q8I5C4', 'C0H5I7', 'Q8I289', 'Q8II43', 'Q8IFP3', 'C6KSV2', 'Q8I431', 'Q8IEA6', 'Q76NN6', 'Q8IDF6']	False	30	0.01848091908871525	0.3681128820590975
255	Q8I0V2	PF3D7_1235700	ATP synthase subunit beta, mitochondrial	['Q8IIM8', 'Q8I323', 'A0A5K1K9E5', 'Q6ZMA8', 'Q8IE84', 'Q8ILI2', 'Q8I2X3', 'O77381', 'Q8I280', 'Q8IBY4', 'O97313', 'Q8I0P6', 'Q8IEU2', 'Q8I3T8', 'C6S3G2', 'Q8IC43', 'C0H5H0', 'Q8IAX8', 'C6KT18', 'C0H571', 'C6KSV8', 'C6KT19', 'C6KT25', 'Q76NM6', 'K7NTP5', 'Q8IIV2', 'Q8ILK3', 'Q8I2Q0', 'Q8IM15', 'Q8IDB0', 'Q8IBN4', 'Q8IDR9', 'Q8II61', 'Q8IEQ1', 'C0H5C2', 'Q8IKH8', 'Q8IL75', 'Q8ILF4', 'Q8IJC6', 'Q8IDS0', 'Q8IIB4', 'Q8IEK3', 'Q8IKW5', 'O96252', 'A0A143ZZK9', 'Q8I3R0', 'A0A5K1K8W5']	False	47	0.06014766148003809	0.41402265193041343
256	Q8I669	PF3D7_0202200	EMP1-trafficking protein	['Q8ILZ1']	False	1	0.0	0.1843351736509968
257	A0A5K1K8V8	PF3D7_1338200	60S ribosomal protein L6, putative	['Q8IAX8', 'Q8IL02', 'C0H5C2', 'Q8IL58', 'Q8ILL2', 'Q8IAX5', 'Q8IIA2', 'Q8ILK3', 'Q8IKM5', 'Q8IDB0', 'Q8II61', 'C6KT23', 'Q8IBY4', 'Q8IKH8', 'Q8I3T8', 'Q8IBV7', 'O00806', 'Q8IIB4', 'Q8IET7', 'Q8I603', 'Q8I5H4', 'O97313', 'Q8IIV2', 'K7NTP5', 'Q8IDR9', 'Q8IIU8', 'Q8I0P6', 'Q8IJC6', 'Q8IM10', 'Q8IAX6', 'Q8I3R0']	False	31	0.0016123216623870923	0.36737221227628236
258	Q8IL02	PF3D7_1447000	40S ribosomal protein S5	['Q6ZMA7', 'Q8IM10', 'Q8IBY4', 'A0A5K1K8V8', 'K7NTP5', 'Q8ID28', 'Q8IFP2', 'Q8I3T8', 'O00806', 'Q8I3R0', 'Q8IDB0', 'C0H5C2', 'Q8IAX5', 'Q8IJX8', 'Q8IEK3', 'Q8IB24', 'O97320', 'Q8IIU8', 'Q8I463', 'Q8II61', 'Q8IE10', 'Q8IJC6', 'Q8IIV1', 'O77381', 'Q8I431', 'Q8I5H4', 'O97313', 'Q8ILL3', 'Q8I0P6', 'Q8IB31', 'Q8ILI2', 'Q8I492', 'Q8IBN4', 'Q8IKM5', 'Q8ILK3', 'Q8IIA2', 'Q8IK15', 'Q8IAX6', 'Q8IDK7', 'C0H4A6', 'Q8IIX0', 'Q8IAX8', 'C6KT18', 'Q8IBV7', 'Q8IDR9']	False	45	0.010657484242795232	0.38930488166591115
259	Q8I3Y6	PF3D7_0512000	prefoldin subunit 6	['P61074', 'Q8IFP3', 'Q8IBR6', 'Q8I3A4', 'Q8IE84', 'C0H4C7', 'Q8II82', 'Q8ILS7']	False	8	0.002858889972201369	0.307380453705913
260	Q8I623	PF3D7_1202200	mitochondrial phosphate carrier protein	['Q8IAX5', 'Q7KQL5', 'Q8IJ34']	False	3	3.910844867924557e-05	0.31344890901512845
261	Q8IM45	PF3D7_1404900	conserved Plasmodium protein, unknown function	['Q8II72', 'Q6ZMA7', 'C0H5H0']	False	3	8.032065751970072e-05	0.32633420822397197
262	Q8IJW0	PF3D7_1008400	26S protease regulatory subunit 4, putative	['Q8IJM0', 'Q8IES0', 'C6KST3', 'Q8I261', 'Q8IJA0', 'O97247', 'C6KST5', 'Q8IFP3', 'Q8II71', 'A0A5K1K7U1', 'Q8II24', 'Q8IIJ6', 'Q6ZLZ9', 'Q8III6', 'O77396', 'Q7K6A9', 'Q8I2X4', 'Q8IDG2', 'C0H5H0', 'O97282', 'Q8IBI3', 'Q8II60', 'Q8IKW5', 'Q8IJN9', 'C6KT34', 'Q8IK90', 'Q8I6T3', 'A0A5K1K9F3', 'Q8I323', 'Q8IDG3', 'C0H5I7', 'Q8IC01', 'Q8I0U7', 'Q8IKC9', 'Q8ILC1', 'O96220', 'Q8II43']	False	37	0.012288580160918203	0.37802068219733403
263	Q8IIM8	PF3D7_1113400	ubiquitin domain-containing protein DSK2, putative	['Q8I0V2', 'O00806', 'O97313', 'Q8I0P6', 'Q8IC43', 'C0H5C2', 'Q8IAX5', 'Q8IJX8', 'Q8IB24', 'O96252', 'Q8II61', 'Q8I3J0', 'C6KT19', 'Q6ZMA7', 'Q8IIV2', 'K7NTP5', 'Q8ILC1', 'Q8I3T8', 'Q8I5H4', 'Q8IIB4', 'Q8IM10', 'A0A143ZY58', 'Q8I5R7', 'Q8IAX8', 'Q8ILL2', 'C6KT18', 'Q8IBV7', 'Q8IDR9', 'Q8IET7', 'Q8IKM5']	False	30	0.009684565878147526	0.37998749115777797
264	A0A5K1K967	PF3D7_1338300	elongation factor 1-gamma, putative	['C6KTA3', 'Q6ZMA8', 'Q8IKW5', 'Q8IL48', 'C0H5H0', 'Q8IFP3', 'Q8I2X4']	False	7	0.00158872336381732	0.3474481246456943
265	Q8IKQ9	PF3D7_1457000	signal peptide peptidase	['Q8I463']	False	1	0.0	0.25045814746407724
266	Q8IBV7	PF3D7_0714000	histone H2B variant	['Q8IIV2', 'Q8I463', 'Q8ILC1', 'Q8IIF0', 'C6KT18', 'Q8IKJ0', 'C6KT19', 'Q8IJC6', 'Q8IM10', 'Q6ZMA7', 'A0A5K1K8V8', 'Q7KQL5', 'Q8ILL2', 'Q8IAX5', 'Q8IB24', 'O97320', 'Q8IKM5', 'Q8IDR9', 'Q8IFM9', 'Q8IIV1', 'Q8IJM9', 'K7NTP5', 'Q8IIM8', 'Q8IL02', 'Q8I5H4', 'O97313']	False	26	0.010555433361213786	0.36155245445804424
267	Q8IHR8	PF3D7_1144900	ras-related protein Rab-6	['Q76NM4', 'C0H516']	False	2	0.0	0.22158251153071887
268	Q8I3J0	PF3D7_0527500	Hsc70-interacting protein	['Q76NN6', 'Q8I2W3', 'Q8IIM8', 'C0H4U4', 'Q8ILC1', 'Q8IB24', 'Q8ILI6', 'Q8IC01']	False	8	0.005996866055403163	0.34482339849161914
269	A0A144A3N9	PF3D7_1412500	actin II	['O77381', 'Q8IB24', 'C0H5C2', 'C6KTA4', 'C0H4V6', 'Q8IDR9', 'Q8II61', 'Q8IFP3', 'Q8IKW5', 'Q76NM3', 'Q8ILI6', 'Q8IAX5', 'O97313', 'K7NTP5', 'C0H5H0', 'Q8I0P6', 'Q76NN6']	False	17	0.018155721609109353	0.39181113626891056
270	Q8I289	PF3D7_0105200	RAP protein RAP1	['Q8IFP3', 'Q6ZLZ9', 'Q8I0X1']	False	3	0.0	0.289586026171788
271	Q8IIT3	PF3D7_1107000	U6 snRNA-associated Sm-like protein LSm4, putative	['Q8I5V6', 'Q8I3Q7']	False	2	0.0	0.2112018386365672
272	C0H4C7	PF3D7_0505900	mediator of RNA polymerase II transcription subunit 11, putative	['Q8IDG3', 'Q8IKC9', 'Q8I3A4', 'Q8I0U7', 'Q8IDS0', 'Q8IBR6', 'Q8IK90', 'Q8IE84', 'Q8IBI3', 'Q8II82', 'Q8I3Y6', 'Q8I5B6', 'Q8I6T3', 'C6KST3', 'Q8ILS7', 'O77396', 'Q8IDG2']	False	17	0.004836381426137799	0.310781258725638
273	Q8IHW4	PF3D7_1140100	V-type proton ATPase subunit F, putative	['Q76NN6']	False	1	0.0	0.2657699992741082
274	Q8II92	PF3D7_1127100	deoxyuridine 5'-triphosphate nucleotidohydrolase	['C6S3I6']	False	1	0.0	0.1994363620986481
275	Q8IL80	PF3D7_1438900	thioredoxin peroxidase 1	['Q9NLB2', 'Q7KQL8', 'Q8IAM2']	False	3	0.00513883133029424	0.21853260263472452
276	Q8I2X3	PF3D7_0918000	glideosome-associated protein 50	['Q6ZMA7', 'Q8I0V2', 'Q8IBN4', 'Q8I0P6']	False	4	4.2392166638851044e-05	0.3126438176392335
277	O77389	PF3D7_0316600	formate-nitrite transporter	['Q6ZLZ9', 'Q8I546']	False	2	0.0003566522510629955	0.2787541824447517
278	Q8IL75	PF3D7_1439400	cytochrome b-c1 complex subunit Rieske, putative	['Q8I3N3', 'Q8I2I2', 'Q8IJC6', 'Q8IAX6', 'C0H4A6', 'Q8IEU2', 'Q8I0V2', 'Q8IC43']	False	8	0.0019325515446552088	0.31726149348620736
279	Q8I2W3	PF3D7_0919000	nucleosome assembly protein	['Q8I3J0', 'Q76NN6', 'Q8ILI6', 'Q8IIR7', 'Q8I608', 'C0H4U4', 'Q8I5H2']	False	7	0.0008288015396472608	0.28912745764261655
280	Q8IDE7	PF3D7_1355500	serine/threonine protein phosphatase 5	['Q8I323', 'C0H5H0', 'Q8III6', 'Q8IC01', 'Q8ILC1']	False	5	0.0	0.3237304778392063
281	C6KT50	PF3D7_0621200	pyridoxine biosynthesis protein PDX1	['Q8IJI7', 'Q7KQL9']	False	2	0.0	0.24640214507599503
282	Q8IEK3	PF3D7_1311500	26S protease regulatory subunit 7, putative	['Q8I3R0', 'O97313', 'Q8I0P6', 'C0H5C2', 'Q8IJC6', 'Q8IAX5', 'C0H5H0', 'Q8IKW5', 'Q8IL02', 'Q8ILL3', 'Q8ILI2', 'Q6ZMA8', 'Q8IIA2', 'C6KT25', 'O77381', 'Q8IJM0', 'Q8IE66', 'Q8IEU2', 'Q8I5M9', 'Q8I431', 'Q8I1V1', 'Q8IM10', 'Q8IBN4', 'Q8IDK7', 'C0H4A6', 'Q8IKK7', 'Q8IM66', 'Q8IDR9', 'Q8I323', 'Q8IKM5', 'Q8I0V2', 'Q8IEQ1', 'Q8IIU8']	False	33	0.012574394073826746	0.39692171630720074
283	Q76NM6	PF3D7_1311900	V-type proton ATPase catalytic subunit A	['Q8I323', 'Q8IE84', 'Q8I280', 'Q8IJS2', 'C0H5C2', 'Q6ZMA8', 'Q8I0V2', 'Q8IDB0', 'Q8IKX4', 'Q8I0P6', 'Q8IKW5']	False	11	0.0013364712762910787	0.350113115055249
284	Q8IAM2	PF3D7_0802200	1-cys peroxiredoxin	['Q6LFH8', 'Q7KQL8', 'Q76NN6', 'Q8ILX1', 'Q8IL80', 'C6KTA3']	False	6	0.017741132053262484	0.28046695775931235
285	Q8IFP3	PF3D7_0422300	alpha tubulin 2	['Q8I6S5', 'Q8I2X4', 'C0H5H0', 'C6KTA3', 'O97282', 'Q7KQL9', 'Q8II43', 'Q8I289', 'Q8IJW0', 'Q8ILS7', 'Q8I3Y6', 'Q76NN6', 'A0A144A3N9', 'Q8I323', 'C6KSV3', 'Q8ILB6', 'P50250', 'Q8IJN9', 'C0H5I7', 'Q8ILA4', 'Q8IEA6', 'Q8II24', 'Q8I0X1', 'Q8IBM9', 'Q8I5P5', 'Q8IKT2', 'Q8I374', 'O97247', 'Q8I5C4', 'C6KST5', 'Q8IKW5', 'Q8IDF6', 'A0A5K1K967', 'Q8IE66', 'Q6ZLZ9', 'O77323', 'Q8IBR6', 'Q8IM55']	False	38	0.041258141787637995	0.39181113626891056
286	Q8ILK1	PF3D7_1426200	protein arginine N-methyltransferase 1	['Q76NN6']	False	1	0.0	0.2657699992741082
287	Q8IKA6	PF3D7_1473200	DnaJ protein, putative	['Q76NN6']	False	1	0.0	0.2657699992741082
288	Q8I2V9	PF3D7_0919400	protein disulfide-isomerase PDI-Trans	['C0H4Y6']	False	1	0.0	0.23836029961006833
289	Q8I5Q3	PF3D7_1215300	10 kDa chaperonin	['Q8I603', 'C6S3I6']	False	2	0.00118168336468211	0.2477394701510344
290	Q6LFH8	PF3D7_0608800	ornithine aminotransferase	['Q8IAM2', 'Q8I0X1', 'Q8IJN7', 'Q8IE10']	False	4	0.003717494191089513	0.294016086153482
291	Q8I490	PF3D7_0501000	Plasmodium exported protein, unknown function	['Q9TY99', 'C6S3H3', 'Q8I2F4', 'Q8IIX5', 'Q8IJ76', 'Q8IIF0', 'Q8II72', 'Q8I2F2', 'Q8I4T3', 'Q8IKC8', 'Q8IFM0']	False	11	0.005260173093818661	0.28003679371366924
292	Q8IKS0	PF3D7_1455800	LCCL domain-containing protein	['Q8IK83', 'C0H5H0', 'Q8I3X7', 'Q8IKW0', 'Q8IM24']	False	5	0.005842391069400283	0.3118428514112935
293	Q8IAR3	PF3D7_0807500	proteasome subunit alpha type-6, putative	['Q8II43', 'A0A5K1K7U1', 'O77396', 'Q8IDG2', 'Q7K6A9', 'Q8IDG3', 'O97282', 'Q8IBI3', 'Q8IKC9', 'Q8I5C4', 'Q8I6T3', 'C0H5I7', 'Q8I0U7', 'O96220', 'Q8IK90', 'Q8IJT1', 'C6KST3', 'Q8I261']	False	18	0.00012561269588293322	0.2968845357744916
294	A0A144A0F5	PF3D7_1149100	Plasmodium exported protein, unknown function	['Q76NN6']	False	1	0.0	0.2657699992741082
296	Q8IDN4	PF3D7_1346300	DNA/RNA-binding protein Alba 2	['Q8I5Y9', 'Q76NN6', 'C6KTA3']	False	3	0.00018078674371942827	0.27231020059852695
297	O77381	PF3D7_0317600	40S ribosomal protein S11, putative	['A0A144A3N9', 'Q8IB24', 'Q8II24', 'K7NTP5', 'Q8I0V2', 'Q8IKM5', 'Q8IDR9', 'Q6ZMA8', 'Q8IIU8', 'Q8IIV1', 'Q8I0P6', 'Q8IJC6', 'C0H4A6', 'Q8IIB4', 'Q8IEK3', 'Q8IKW5', 'Q8I3R0', 'Q8IK83', 'Q8IAX8', 'O97319', 'Q8IL02', 'Q8ID28', 'Q8ILL3', 'Q8ILI2', 'Q8IAX5', 'Q8IJS2', 'O97313', 'Q8I487', 'Q8IIA2', 'Q8ILK3', 'Q8IKP1', 'C6KT23', 'Q8IK15', 'Q8IDB0', 'C0H5C2', 'Q8IBY4', 'Q8IJ34', 'Q8IE10', 'Q8I3T8', 'Q8I431', 'Q9TY99', 'Q8IM10', 'Q8I323', 'Q8IDK7']	False	44	0.012036641227991984	0.40439421816458987
298	Q8IIF0	PF3D7_1121600	exported protein 1	['Q8IKC8', 'Q8IJ76', 'Q8IBV7', 'Q8IM26', 'Q8I2F4', 'Q9TY99', 'Q8I490', 'C0H5H0', 'Q8IEB8', 'Q8IIX5', 'Q8IFM0', 'Q8I2F2', 'C6KT18', 'Q8IIV2', 'Q6ZMA7', 'Q8IFM9', 'K7NTP5', 'Q8I487', 'Q8IKY4', 'Q8II72', 'Q8IB24']	False	21	0.030617110835686752	0.35871117780218537
299	O97245	PF3D7_0306400	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	['Q8IKK7', 'Q8IE66', 'Q8IE67', 'Q8I2I2', 'C6KT25', 'Q8ILC1', 'Q8IDJ8', 'O96268']	False	8	0.010672190091012206	0.32145068574174707
300	A0A143ZX41	PF3D7_0206800	merozoite surface protein 2	['Q8I487', 'Q8IK15', 'Q8I3T8']	False	3	3.7001953703155525e-06	0.2789671344557866
301	Q8I4U5	PF3D7_1248900	26S protease regulatory subunit 8, putative	['Q8ILL3', 'Q8IC05', 'Q8IIA2', 'Q8ID28']	False	4	3.712601710067423e-05	0.3058358283104059
302	Q8I5B3	PF3D7_1230700	protein transport protein SEC13	['Q8I1S0', 'Q8ILX1', 'Q8ILZ7', 'Q8IB60', 'Q8IB24', 'O96221', 'Q8IKP1']	False	7	0.006265676768910747	0.30815863206972544
303	Q8I2G1	PF3D7_0935900	ring-exported protein 1	['Q8IJ56', 'Q8I544']	False	2	0.0	0.2095054383262333
304	Q8ILP3	PF3D7_1420700	surface protein P113	['Q8IJ56', 'Q8ILA1', 'Q8I2X4', 'C0H5H0']	False	4	0.013737327876226465	0.3186457059359727
305	C6KT09	PF3D7_0616800	malate:quinone oxidoreductase	['O96252', 'Q8I3N3', 'Q8IE10', 'C0H5C2']	False	4	0.0002908916990631962	0.29882813339003655
306	Q8IM52	PF3D7_1404200	conserved Plasmodium protein, unknown function	['Q8IC43']	False	1	0.0	0.2555409230249298
307	Q8I5J2	PF3D7_1222100	conserved Plasmodium protein, unknown function	['Q8IBN4', 'C0H571', 'Q8I484']	False	3	8.070433343205504e-05	0.24740377981207634
308	Q8IKV9	PF3D7_1451700	calcineurin subunit B	['P62203']	False	1	0.0	0.0026246719160104987
309	Q8IJ56	PF3D7_1035300	glutamate-rich protein GLURP	['Q8I544', 'Q8ILP3', 'Q8I2G1']	False	3	0.0022837554338309063	0.24491480818418826
310	Q8I2F2	PF3D7_0936800	Plasmodium exported protein (PHISTc), unknown function	['Q8IK15', 'Q8IBY4', 'Q8IFM9', 'Q6ZMA7', 'Q8IFM0', 'Q9TY99', 'Q8IIX5', 'Q8I490', 'Q8IIF0', 'Q8IIU8', 'B9ZSJ2', 'Q8I492', 'Q8I2F4', 'Q8I0U8', 'Q8IIA2']	False	15	0.003392329500413161	0.3245937591134441
311	Q8IDN6	PF3D7_1346100	protein transport protein SEC61 subunit alpha	['O97249', 'O00806', 'Q8I431']	False	3	1.6947513079733575e-05	0.2835155116480005
312	Q8IFM0	PF3D7_0424600	Plasmodium exported protein (PHISTb)	['Q8IFM9', 'Q8I2F2', 'Q9TY99', 'Q6ZMA7', 'Q8IJ76', 'Q8IIF0', 'Q8IJF6', 'Q8II72', 'Q8I476', 'Q8IKY4', 'Q8I2F4', 'Q8IIX5', 'Q8I0U8', 'Q8I490']	False	14	0.003108848592855526	0.2907388367855292
313	Q8IAX8	PF3D7_0814200	DNA/RNA-binding protein Alba 1	['A0A5K1K8V8', 'K7NTP5', 'Q8I3T8', 'Q8IIV2', 'Q8I5H4', 'Q8IBY4', 'Q8IJC6', 'Q8IM10', 'O97285', 'C0H4A6', 'Q8IL58', 'Q8ILL2', 'O77381', 'B9ZSJ2', 'Q8IK89', 'Q8IJX3', 'Q8IIA2', 'Q8ILK3', 'Q8I0V2', 'Q8IKM5', 'Q8IDB0', 'O00806', 'Q8I3R0', 'Q8IDR9', 'O97313', 'Q8II61', 'Q8IKH8', 'Q8IAX5', 'A0A5K1K8Y8', 'Q8IIB4', 'Q8IJX8', 'Q8IIM8', 'Q8IET7', 'Q8IL02', 'Q8ILL3', 'C6KT19', 'Q8IB24', 'Q8IE84']	False	38	0.00616519715748665	0.38038331146106735
